id,stage,parent_category,task_name,merge_group,merge_compatible,merge_strategy,merge_cap_tokens,pricing_basis,io_tokens_in_default,io_tokens_out_default,io_addon_merge_mode,io_addon_merge_ratio,io_can_batch,io_avg_chunk_tokens,users,qpm,tokens_in,tokens_out,corpus_gb,embed_model,refresh_rate,avg_chunk_tokens,num_queries,avg_query_tokens,source_type,classes,complexity_level,language_pairs,num_tools,chain_depth,avg_steps,eval_freq,metrics,model_profile.key,model_profile.tier,model_profile.context_window,model_profile.pricing_basis,model_profile.override_ok,model_band_min_key,model_band_max_key,infra_profile.hosting_type,infra_profile.hardware_hint,gpu_hourly_key,gpu_count_default,batch_size_default,ft_enabled,ft_cost_basis,ft_dataset_tokens,ft_expected_hours,availability_target,monitoring_tier_default,compliance_flag,notes,required_inputs,fine_tune.enabled,fine_tune.cost_basis,fine_tune.dataset_tokens,fine_tune.expected_hours
63,S1,Database / Knowledge Access,Data Quality Check Query,S1_db,FALSE,separate_only,,api_call,200,120,separate_only,0,TRUE,,,,,,,,,,1000,200,postgres,,,,,,,,,google/gemini-1.5-pro,large,1000000,api_call,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,cloud,,,,,FALSE,,,,99,Standard,None,SQL costs per call; may co-exist with RAG (hybrid).,"num_queries, avg_query_tokens, source_type",FALSE,,,
64,S1,Database / Knowledge Access,Row-Level Security Check,S1_db,FALSE,separate_only,,api_call,200,120,separate_only,0,TRUE,,,,,,,,,,1000,200,postgres,,,,,,,,,openai/gpt-4o-mini,medium,128000,api_call,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Standard,None,SQL costs per call; may co-exist with RAG (hybrid).,"num_queries, avg_query_tokens, source_type",FALSE,,,
65,S1,Database / Knowledge Access,Hybrid RAG+SQL Retrieval,S1_db,FALSE,separate_only,,api_call,200,120,separate_only,0,TRUE,,,,,,,,,,1000,200,postgres,,,,,,,,,openai/gpt-4o,large,128000,api_call,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Standard,None,SQL costs per call; may co-exist with RAG (hybrid).,"num_queries, avg_query_tokens, source_type",FALSE,,,
66,S1,Database / Knowledge Access,Knowledge Graph Lookup,S1_db,FALSE,separate_only,,api_call,200,120,separate_only,0,TRUE,,,,,,,,,,1000,200,postgres,,,,,,,,,openai/gpt-4.1-mini,medium,200000,api_call,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Standard,None,SQL costs per call; may co-exist with RAG (hybrid).,"num_queries, avg_query_tokens, source_type",FALSE,,,
67,S1,Database / Knowledge Access,Graph Path Query,S1_db,FALSE,separate_only,,api_call,200,120,separate_only,0,TRUE,,,,,,,,,,1000,200,postgres,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,api_call,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Standard,None,SQL costs per call; may co-exist with RAG (hybrid).,"num_queries, avg_query_tokens, source_type",FALSE,,,
68,S1,Database / Knowledge Access,Key-Value Store Fetch,S1_db,FALSE,separate_only,,api_call,200,120,separate_only,0,TRUE,,,,,,,,,,1000,200,postgres,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,api_call,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Standard,None,SQL costs per call; may co-exist with RAG (hybrid).,"num_queries, avg_query_tokens, source_type",FALSE,,,
69,S1,Retrieval & Vector Indexing,Corpus Embedding (one-time),S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
70,S1,Retrieval & Vector Indexing,Incremental Embedding (delta),S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
71,S1,Retrieval & Vector Indexing,Semantic Search (query-time),S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,cloud,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
72,S1,Retrieval & Vector Indexing,Hybrid Search (BM25+Vector),S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
73,S1,Retrieval & Vector Indexing,RAG Chunking,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
74,S1,Retrieval & Vector Indexing,Vector Store Upsert,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
75,S1,Retrieval & Vector Indexing,Vector Store Compaction,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
76,S1,Retrieval & Vector Indexing,Cross-Encoder Rerank,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
77,S1,Retrieval & Vector Indexing,Metadata Filtering,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
78,S1,Retrieval & Vector Indexing,Multi-corpus Routing,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
79,S1,Retrieval & Vector Indexing,Multilingual Indexing,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
80,S1,Retrieval & Vector Indexing,Embedding Quality Evaluation,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
81,S1,Retrieval & Vector Indexing,Cold-Start Bootstrapping,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,cloud,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
82,S1,Retrieval & Vector Indexing,Index Snapshot/Backup,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
83,S1,Retrieval & Vector Indexing,De-duplication at Indexing,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
84,S1,Retrieval & Vector Indexing,Auto-Chunk Size Tuning,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
85,S1,Retrieval & Vector Indexing,Index Refresh Pipeline,S1_retrieve,FALSE,separate_only,,token,200,80,separate_only,0,TRUE,350,,,,,5,text-embedding-3-large,monthly,350,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Standard,None,Embeddings are one-time; retrieval billed per query.,"corpus_gb, embed_model, refresh_rate, avg_chunk_tokens",FALSE,,,
86,S2,Code & Logic Generation,Code Generation (Python),S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
87,S2,Code & Logic Generation,Code Generation (JS/TS),S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
88,S2,Code & Logic Generation,Unit Test Generation,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
89,S2,Code & Logic Generation,Docstring Generation,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
90,S2,Code & Logic Generation,Bug Fix Suggestion,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
91,S2,Code & Logic Generation,Refactoring Suggestion,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
92,S2,Code & Logic Generation,SQL Generation (from Spec),S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,TRUE,token,2000000,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",TRUE,token,2000000,
93,S2,Code & Logic Generation,Regex Synthesis,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,cloud,gpu_l4,,,,TRUE,gpu_hourly,,12,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",TRUE,gpu_hourly,,12
94,S2,Code & Logic Generation,API Stub Generation,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,self_host,gpu_t4,aws.g4dn.xlarge,1,8,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
95,S2,Code & Logic Generation,Config File Generation,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
96,S2,Code & Logic Generation,Infrastructure as Code Snippet,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
97,S2,Code & Logic Generation,ETL Script Draft,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
98,S2,Code & Logic Generation,Shell Script Generation,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
99,S2,Code & Logic Generation,Function Signature Completion,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
100,S2,Code & Logic Generation,Class Skeleton Generation,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
101,S2,Code & Logic Generation,Edge Case Test Synthesis,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",FALSE,,,
102,S2,Code & Logic Generation,Data Pipeline DAG Draft,S2_code,TRUE,sum_tokens,,token,800,400,proportional,0.2,FALSE,,50,10,,,,,,,,,,,medium,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,TRUE,token,2000000,,99,Basic,None,Heavier reasoning; may require higher model tier for quality.,"users, qpm, tokens_in, tokens_out, complexity_level",TRUE,token,2000000,
103,S2,Text & Content Generation,General Text Generation,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
104,S2,Text & Content Generation,Chatbot Response,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
105,S2,Text & Content Generation,Q&A (Simple),S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
106,S2,Text & Content Generation,Long-form Article Draft,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
107,S2,Text & Content Generation,Product Description Generation,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
108,S2,Text & Content Generation,Email Drafting,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
109,S2,Text & Content Generation,Rewrite for Clarity,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
110,S2,Text & Content Generation,Persona-based Response,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,TRUE,token,2000000,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",TRUE,token,2000000,
111,S2,Text & Content Generation,Multi-turn Dialogue Continuation,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,cloud,gpu_l4,,,,TRUE,gpu_hourly,,12,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",TRUE,gpu_hourly,,12
112,S2,Text & Content Generation,Ad Copy Generation,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,self_host,gpu_t4,aws.g4dn.xlarge,1,8,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
113,S2,Text & Content Generation,FAQ Expansion,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
114,S2,Text & Content Generation,Data-to-Text Narrative,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
115,S2,Text & Content Generation,Summarization-in-Context,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
116,S2,Text & Content Generation,Headline Generation,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
117,S2,Text & Content Generation,Tweet/Short Post Generation,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
118,S2,Text & Content Generation,Bullet-Point Expansion,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
119,S2,Text & Content Generation,Story Outline,S2_textgen,TRUE,sum_tokens,,token,700,500,proportional,0.25,FALSE,,100,30,,,,,,,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Core text gen; merges with summarization/classification under MIN.,"users, qpm, tokens_in, tokens_out",FALSE,,,
120,S3,Domain-Specific Writing & Analysis,Legal Clause Drafting,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
121,S3,Domain-Specific Writing & Analysis,Contract Risk Highlighting,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
122,S3,Domain-Specific Writing & Analysis,Privacy Policy Draft,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
123,S3,Domain-Specific Writing & Analysis,Medical Note Expansion,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,TRUE,token,2000000,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",TRUE,token,2000000,
